rxns	rxnNames	FV_GEM	FV_ecModel
EX_LalaLglu_e_REV	L-alanine-L-glutamate exchange (reversible)	1000	0.0197048721915973
EX_ttrcyc_e_REV	Tetracycline exchange (reversible)	499.104518137047	1.45483920829942e-05
DM_4crsol_c_REV	Sink needed to allow p-Cresol to leave system (reversible)	514.296353744402	0.000132019271795944
EX_cm_e_REV	Chloramphenicol exchange (reversible)	0.000384299073413918	0.000384257517565621
EX_novbcn_e_REV	Novobiocin exchange (reversible)	209.412883219921	0.00026093811960945
FUSAtex_REV	Fusidic acid transport via diffusion (extracellular to periplasm) (reversible)	2000	2.33805712428019
EX_rfamp_e_REV	Rifampin exchange (reversible)	1000	0.00369761729381091
QUIN2tex_REV	Quinate transport via diffusion (extracellular to periplasm) (reversible)	736.433844053323	0.000207987212372474
EX_quin_e_REV	Quinate exchange (reversible)	2.56173764899515e-08	1.28086882454637e-08
EX_3hpp_e_REV	3-Hydroxypropanoate exchange (reversible)	199.939625307306	1.44701096913558e-05
DM_mththf_c_REV	Sink needed to allow (2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran to leave system (reversible)	221.888077479553	0.000221566552235503
MEOHtrpp_REV	Methanol reversible transport via diffusion (periplasm) (reversible)	543.550582252488	1.45483920827398e-05
SELtex_REV	Selenate transport via diffusion (extracellular to periplasm) (reversible)	333.23270884551	1.45114403723815e-05
MEOHtex_REV	Methanol transport via diffusion (extracellular to periplasm) (reversible)	514.229102751654	5.80251617025435e-05
EX_5mtr_e_REV	5-Methylthio-D-ribose exchange (reversible)	333.23270884551	1.45112162815616e-05
TTRCYCtex_REV	Tetracycline transport via diffusion (extracellular to periplasm) (reversible)	514.229102751651	5.80251617066097e-05
SLNTtex_REV	Selenite transport via diffusion (extracellular to periplasm) (reversible)	998.209036274097	0.00545824807807076
CH4tex_REV	Methane Transport(extracellular via diffusion) (reversible)	998.209036274095	0.00545824807760079
TARTRDtex_REV	D-tartrate transport via diffusion (extracellular to periplasm) (reversible)	998.209036274094	0.00545824807786155
BTNtex_REV	Biotin transport via diffusion (extracellular to periplasm) (reversible)	998.209036274093	0.00545824807781679
EX_arbt_e_REV	Arbutin exchange (reversible)	611.974312696638	0.00069542319867355
DMSOtpp_REV	Dimethyl sulfoxide transport via diffusion (periplasm) (reversible)	269.543335798983	1.380917834698e-05
PYDXtex_REV	Pyridoxal transport via diffusion (extracellular) (reversible)	499.104518137046	1.45483920819256e-05
SUCASPtpp_REV	Succinate:aspartate antiporter (periplasm) (reversible)	499.104518137046	1.45483920803713e-05
SUCMALtpp_REV	Succinate:malate antiporter (periplasm) (reversible)	503.415907516348	5.80251616873317e-05
PYDXNtex_REV	Pyridoxine transport via diffusion (extracellular) (reversible)	410.010980348312	2.90125808396942e-05
PYDAMtex_REV	Pyridoxamine transport via diffusion (extracellular) (reversible)	1000	0.0197048721913029
SUCTARTtpp_REV	Succinate:D-tartrate antiporter (periplasm) (reversible)	499.104518137047	1.45483920803713e-05
CHTBStex_REV	Chitobiose transport via diffusion (extracellular to periplasm) (reversible)	1000	0.0227873174842315
CRNDtex_REV	D-carnitine transport via diffusion (extracellular to periplasm) (reversible)	333.232708845509	1.45114403722613e-05
DXYLONtpp_REV	D-xylonate reversible tranposrt (periplasm) (reversible)	333.23270884551	1.45114403651003e-05
PSURItex_REV	Pseudouridine transport via diffusion (extracellular to periplasm) (reversible)	1000	0.30511057270454
DHPStex_REV	2,3-dihydroxypropane 1-sulfonate transport via diffusion (reversible)	499.147715282266	5.80251617350314e-05
FMNtex_REV	FMN transport, outer membrane (reversible)	499.147715282266	7.25735537708272e-05
EX_mththf_e_REV	(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran exchange (reversible)	999.984040706898	0.0101292460124234
4ABZGLUtr_REV	P-aminobenzoyl glutamate:H+ symporter (reversible)	499.104518137048	1.45483920808154e-05
GLYtpp_REV	Glycine transport via facillitated diffusion (reversible)	499.104518137048	1.45483920819256e-05
FADtex_REV	FAD transport, outer membrane (reversible)	499.104518137047	1.45483920832579e-05
2DGLCtex_REV	2-Deoxy-D-glucose transport via diffusion (extracellular) (reversible)	499.104518137048	1.45483920843681e-05
SQtex_REV	Sulphoquinovose transport via diffusion (reversible)	499.104518137046	1.45483920817591e-05
EX_dhps_e_REV	2,3-Dihydroxypropane-1-sulfonate exchange (reversible)	499.104518137046	1.45483920830358e-05
URATEtex_REV	Uric acid transport (reversible)	274.444222219414	0.00023589887486635
EX_cs1_e_REV	Cesium ion exchange (reversible)	1000	0.000859238887499114
EX_mepn_e_REV	Methylphosphonic acid exchange (reversible)	214.746442243351	7.1640714985402e-06
Ftex_REV	Fluoride transport via diffusion (reversible)	499.104518137046	1.45483920848677e-05
CS1tex_REV	Cesium transport via diffusion (reversible)	1000	0.0117060388851655
MEPNtex_REV	Methylphosphonic acid transport via diffusion (extracellular to periplasm) (reversible)	499.104518137046	1.4548392081537e-05
EX_4abzglu_e_REV	4-aminobenzoyl-glutamate exchange (reversible)	499.104518137045	1.45483920820366e-05
4ABZGLUtex_REV	P-aminobenzoyl glutamate transport via diffusion (extracellular to periplasm) (reversible)	499.104518137047	1.45483920807599e-05
EX_metglcur_e_REV	1-O-methyl-Beta-D-glucuronate exchange (reversible)	499.104518137047	1.45483920803713e-05
METGLCURtex_REV	1-O-methyl-Beta-D-glucuronate via diffusion (extracellular) (reversible)	499.104518137046	1.45483920830358e-05
AI2tex_REV	Ai2 transport, outer membrane (reversible)	499.104518137047	1.45483920829803e-05
EX_2dglc_e_REV	2-Deoxy-D-glucose exchange (reversible)	499.104518137046	1.45483920827028e-05
ASPtpp_REV	L-aspartate uptake via facillitated diffusion (reversible)	499.104518137047	1.45483920832509e-05
FUMt1pp_REV	Fumarate transport via diffusion in (periplasm) (reversible)	499.104518137046	1.45483920842016e-05
SUCCt1pp_REV	Succinate transport via diffusion in (periplasm) (reversible)	499.104518137045	1.45483920817591e-05
DHORD5No1	Dihydroorotic acid (menaquinone-8) (No1)	611.974312696645	0.000695423198662209
GLYCTO2No1	Glycolate oxidase (No1)	611.974312696638	0.000695423198644897
GLYCTO3No1	Glycolate oxidase (No1)	611.974312696649	0.00069542319873106
GLYCTO4No1	Glycolate oxidase (No1)	512.738897716392	0.000693841760028624
PFK_3No1	Phosphofructokinase (s7p) (No1)	512.738897716395	0.000693841760099484
TRPS2No1	Tryptophan synthase (indole) (No1)	512.738897716395	0.000693841760053271
arm_G3PD5	Glycerol-3-phosphate dehydrogenase (ubiquinone-8) (arm)	1000	0.0104450759661689
G3PD5No1	Glycerol-3-phosphate dehydrogenase (ubiquinone-8) (No1)	499.104518137047	1.45483920803713e-05
G3PD5No2	Glycerol-3-phosphate dehydrogenase (ubiquinone-8) (No2)	611.974312696664	0.000695423198715295
LEUTAiNo2	Leucine transaminase (irreversible) (No2)	499.104518137047	1.45483920830358e-05
DB4PSNo1	3,4-Dihydroxy-2-butanone-4-phosphate synthase (No1)	558.380588620185	1.45483920821476e-05
RBFKNo1	Riboflavin kinase (No1)	549.90117183603	1.45483920819256e-05
arm_ACP1_FMN	Acid phosphatase (FMN) (arm)	1000	0.0104450759653762
ACP1_FMNNo1	Acid phosphatase (FMN) (No1)	1000	0.0104450759659774
ACP1_FMNNo2	Acid phosphatase (FMN) (No2)	1000	0.0104450759654885
ACP1_FMNNo3	Acid phosphatase (FMN) (No3)	512.738897716393	0.000693841760092018
RBFSbNo1	Riboflavin synthase (No1)	512.738897716394	0.000693841760006642
DMATTNo1	Dimethylallyltranstransferase (No1)	512.738897716396	0.000693841760119551
GRTTNo1	Geranyltranstransferase (No1)	512.738897716394	0.000693841760054381
UPP3SNo1	Uroporphyrinogen-III synthase (No1)	611.974312696637	0.000695423198700751
UPPDC1No1	Uroporphyrinogen decarboxylase (uroporphyrinogen III) (No1)	611.974312696637	0.000695423198751433
TMDPPNo1	Thymidine phosphorylase (No1)	611.974312696643	0.000695423198691463
arm_HCO3E	HCO3 equilibration reaction (arm)	611.974312696638	0.000695423198670123
HCO3ENo1	HCO3 equilibration reaction (No1)	499.104518137047	1.45483920835909e-05
HCO3ENo2	HCO3 equilibration reaction (No2)	499.104518137046	1.4548392081537e-05
IMPCNo1	IMP cyclohydrolase (No1)	499.104518137047	1.45483920803713e-05
IMPDNo1	IMP dehydrogenase (No1)	611.974312696637	0.000695423198680656
arm_ECOAH4	3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA) (arm)	611.974312696643	0.000695423198671774
ECOAH4No1	3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA) (No1)	611.974312696645	0.000695423198684228
ECOAH4No2	3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA) (No2)	512.738897716393	0.000693841760092018
GLUTRSNo1	Glutamyl-tRNA synthetase (No1)	1000	0.0104450759655048
TMPPPNo1	Thiamine-phosphate diphosphorylase (No1)	1000	0.0104450759662448
URIK1No1	Uridine kinase  ATPUridine  (No1)	1000	0.0104450759654885
URIK2No1	Uridine kinase (GTP:Uridine) (No1)	1000	0.0104450759663087
CYTDK1No1	ATP:cytidine 5'-phosphotransferase (No1)	1000	0.0104450759662953
CYTDK2No1	Cytidine kinase (GTP) (No1)	1000	0.0104450759659543
XPPTNo1	Xanthine phosphoribosyltransferase (No1)	2000	0.258588279973431
arm_HXPRT	Hypoxanthine phosphoribosyltransferase (Hypoxanthine) (arm)	1000	0.0152987666376987
CSNo1	Citrate synthase (No1)	1000	0.00429365454754216
ICDHyrNo1	Isocitrate dehydrogenase (NADP) (No1)	1000	2.33805712469813
ACALDNo1	Acetaldehyde dehydrogenase (acetylating) (No1)	510.140166816795	0.000200152515931052
ACALDNo2	Acetaldehyde dehydrogenase (acetylating) (No2)	0.000128099691096395	4.17509811113728e-06
PPANo2	Inorganic diphosphatase (No2)	580.444091552132	0.00019249140004482
arm_ALAR	Alanine racemase (arm)	1000	0.0219835989701891
ALARNo2	Alanine racemase (No2)	5.97930238654953e-07	2.90749939319858e-07
ALATA_LNo1	L-alanine transaminase (No1)	1000	0.00145006103399448
XYLKNo1	Xylulokinase (No1)	12.7713635664649	5.53291873618575e-06
XYLKNo2	Xylulokinase (No2)	1000	0.0152987666385418
RBKNo1	Ribokinase (No1)	510.140166816794	0.0147816881224381
ASPTANo1	Aspartate transaminase (No1)	1236.21100308123	0.310085679836503
FBPNo1	Fructose-bisphosphatase (No1)	137.222111109706	8.93733895401816e-05
arm_PYK	Pyruvate kinase (arm)	1000	9.26662242994414e-06
arm_A5PISO	Arabinose-5-phosphate isomerase (arm)	248.761753522344	0.000184789622746602
A5PISONo1	Arabinose-5-phosphate isomerase (No1)	51.0854542658596	2.21320494952215e-05
IPPMIbNo1	2-isopropylmalate hydratase (No1)	137.222111109706	0.000117989650110357
arm_ACHBS	2-aceto-2-hydroxybutanoate synthase (arm)	91.4814074064711	6.45365656580428e-05
ACHBSNo1	2-aceto-2-hydroxybutanoate synthase (No1)	137.222111109705	8.9955529102969e-05
ACHBSNo2	2-aceto-2-hydroxybutanoate synthase (No2)	91.4814074064711	6.45365656522651e-05
arm_ACLS	Acetolactate synthase (arm)	137.222111109706	0.000117949437429488
ACLSNo1	Acetolactate synthase (No1)	1000	0.152555286345756
CHORMNo2	Chorismate mutase (No2)	578.774182470174	0.113972955938635
CHORSNo1	Chorismate synthase (No1)	2.23502994165306e-06	1.09176275523565e-06
ECOAH6No2	3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA) (No2)	0.000128099691138004	2.08114471139664e-06
arm_FBA	Fructose-bisphosphate aldolase (arm)	1000	0.000445879712679318
FBANo1	Fructose-bisphosphate aldolase (No1)	47.7627303452228	0.000135531022293698
FBANo2	Fructose-bisphosphate aldolase (No2)	0.000128099691138004	0.000128084810571292
MGSANo1	Methylglyoxal synthase (No1)	0.000128099691138004	0.000128086492047452
PPSNo1	Phosphoenolpyruvate synthase (No1)	359.314464553577	1.41481203385455e-05
PGINo1	Glucose-6-phosphate isomerase (No1)	368.051713585122	1.41481203392857e-05
EDANo1	2-dehydro-3-deoxy-phosphogluconate aldolase (No1)	1000	2.20387969432769
PGLNo1	6-phosphogluconolactonase (No1)	333.232708845509	1.45114403727624e-05
RPENo1	Ribulose 5-phosphate 3-epimerase (No1)	511.997517749264	1.00762352228667e-05
arm_TALA	Transaldolase (arm)	510.505200392946	1.00761271765042e-05
arm_TKT1	Transketolase (arm)	998.20903627409	0.00545824807850236
TKT1No1	Transketolase (No1)	998.209036274095	0.00545824807736006
TKT1No2	Transketolase (No2)	998.209036274095	0.00545824807758488
G6PDANo1	Glucosamine-6-phosphate deaminase (No1)	998.20903627409	0.00545824807748986
arm_ALCD2x	Alcohol dehydrogenase (ethanol) (arm)	998.209036274094	0.00545824807781381
ALCD2xNo1	Alcohol dehydrogenase (ethanol) (No1)	611.974312696646	0.000695423198739969
ALDD2yNo1	Aldehyde dehydrogenase (acetaldehyde, NADP) (No1)	234.84832477205	0.000719597928895145
ALDD2yNo4	Aldehyde dehydrogenase (acetaldehyde, NADP) (No4)	1000	0.00243556589239802
ALDD2yNo5	Aldehyde dehydrogenase (acetaldehyde, NADP) (No5)	507.154909069264	0.00010274957202458
RMINo1	L-rhamnose isomerase (No1)	518.40404386941	5.80251616395522e-05
FMNATNo1	FMN adenylyltransferase (No1)	199.939625307305	1.44701096868038e-05
arm_NADDP	NAD diphosphatase (arm)	518.40404386941	5.80251617043823e-05
NADDPNo1	NAD diphosphatase (No1)	510.826243620537	1.14479392129274e-05
NADDPNo2	NAD diphosphatase (No2)	628.192587825127	0.0259802814551663
arm_NMNAT	Nicotinamide-nucleotide adenylyltransferase (arm)	509.708173764609	1.14477997505691e-05
NMNATNo1	Nicotinamide-nucleotide adenylyltransferase (No1)	373.510224879444	1.41481203384738e-05
NMNATNo2	Nicotinamide-nucleotide adenylyltransferase (No2)	611.974312696645	0.00138926495875849
arm_HMPK1	Hydroxymethylpyrimidine kinase (ATP) (arm)	1000	0.0187783011454543
HMPK1No1	Hydroxymethylpyrimidine kinase (ATP) (No1)	264.791074459982	1.38091783486644e-05
HMPK1No2	Hydroxymethylpyrimidine kinase (ATP) (No2)	266.96663557794	1.38091783468478e-05
arm_NDPK6	Nucleoside-diphosphate kinase (ATP:dUDP) (arm)	269.651912502922	1.38091783488115e-05
NDPK6No1	Nucleoside-diphosphate kinase (ATP:dUDP) (No1)	266.844558624695	1.38091783481661e-05
NDPK6No2	Nucleoside-diphosphate kinase (ATP:dUDP) (No2)	266.96663557794	1.38091783468478e-05
arm_NDPK8	Nucleoside-diphosphate kinase (ATP:dADP) (arm)	264.791074459982	1.38091783486644e-05
NDPK8No1	Nucleoside-diphosphate kinase (ATP:dADP) (No1)	12.7713635664649	5.53291873667261e-06
NDPK8No2	Nucleoside-diphosphate kinase (ATP:dADP) (No2)	276.865888374345	7.25680551183494e-06
PYNP2rNo1	Pyrimidine-nucleoside phosphorylase (uracil) (No1)	279.190294310093	7.25680551172392e-06
arm_DURIPP	Deoxyuridine phosphorylase (arm)	270.223096172668	7.25680551239005e-06
PTRCTANo1	Putrescine Transaminase (No1)	5.97930238654953e-07	2.90775127985247e-07
arm_CYSDS	Cysteine Desulfhydrase (arm)	1000	2000
CYSDSNo1	Cysteine Desulfhydrase (No1)	250	250
CYSDSNo2	Cysteine Desulfhydrase (No2)	1000	0.113916672277956
TRPAS2No1	Tryptophanase (L-tryptophan) (No1)	218.890213381595	7.17689498639547e-06
arm_NDP3	Nucleoside diphosphatase  GDP  (arm)	1000	0.00231000202443117
NDP3No1	Nucleoside diphosphatase  GDP  (No1)	1000	0.00243556589215421
NDP3No2	Nucleoside diphosphatase  GDP  (No2)	215.461265103093	7.17689498747065e-06
arm_PMDPHT	Pyrimidine phosphatase (arm)	213.590487441623	7.1768949870974e-06
PMDPHTNo1	Pyrimidine phosphatase (No1)	214.165855762799	7.17689498704506e-06
PMDPHTNo2	Pyrimidine phosphatase (No2)	216.66108044752	7.24027317157427e-06
ILETANo1	Isoleucine transaminase (No1)	217.099934823825	7.24027317214326e-06
VALTANo1	Valine transaminase (No1)	223.095711759543	7.24027317258735e-06
ORPTNo1	Orotate phosphoribosyltransferase (No1)	217.915148644359	7.17689498625557e-06
RBFSaNo1	Riboflavin synthase (No1)	215.461265103093	7.17689498747065e-06
DHAD2No1	Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate) (No1)	274.950585918014	7.25680551139085e-06
arm_G1PP	Glucose-1-phosphatase (arm)	271.775291126244	7.25680551172392e-06
G1PPNo3	Glucose-1-phosphatase (No3)	1000	0.00243556589218402
arm_PFL	Pyruvate formate lyase (arm)	219.959657906132	7.24027317344778e-06
PFLNo1	Pyruvate formate lyase (No1)	214.610400891809	7.24027317122733e-06
PFLNo2	Pyruvate formate lyase (No2)	214.948528315021	7.24027317266086e-06
PFLNo4	Pyruvate formate lyase (No4)	999.382492289167	0.000869466668755314
FRD2No1	Fumarate reductase (No1)	998.209036274093	0.0100935468985881
arm_PTAr	Phosphotransacetylase (arm)	218.890213381595	7.17689498639547e-06
PTArNo1	Phosphotransacetylase (No1)	214.165855762799	7.17689498704506e-06
PTArNo2	Phosphotransacetylase (No2)	219.367405593742	7.24027317256271e-06
arm_ACKr	Acetate kinase (arm)	514.229102751654	5.80251617025435e-05
ACKrNo1	Acetate kinase (No1)	216.66108044752	7.24027317157427e-06
ACKrNo2	Acetate kinase (No2)	214.948528315021	7.24027317266086e-06
ACKrNo3	Acetate kinase (No3)	998.347479753243	0.00195025863099529
MOATNo1	3-deoxy-D-manno-octulosonic acid transferase (No1)	199.939625307306	1.44698868757565e-05
UDCPDPSNo1	Undecaprenyl diphosphate synthase (No1)	516.670337620171	5.80215789454594e-05
USHDNo1	UDP-sugar hydrolase (No1)	511.99751774926	1.00762352224226e-05
LPADSSNo1	Lipid A disaccaride synthase (No1)	333.23270884551	1.45114403651003e-05
TDSKNo1	Tetraacyldisaccharide 4'kinase (No1)	333.232708845509	1.4511216283486e-05
arm_NTPP1	Nucleoside triphosphate pyrophosphorylase (dgtp) (arm)	753.199154088181	0.000302727535590034
arm_NTPP2	Nucleoside triphosphate pyrophosphorylase (gtp) (arm)	91.4814074064711	6.45365656522651e-05
NTPP2No1	Nucleoside triphosphate pyrophosphorylase (gtp) (No1)	137.222111109706	0.000116990146829643
NTPP2No2	Nucleoside triphosphate pyrophosphorylase (gtp) (No2)	515.002649370783	2.90125808248831e-05
NTPTP1No1	Nucleoside triphosphate tripolyhydrolase (No1)	199.939625307306	1.44698868746462e-05
NTPTP2No1	Nucleoside triphosphate tripolyhydrolase (No1)	511.99751774926	1.00762352224226e-05
arm_IPMD	3-isopropylmalate dehydrogenase (arm)	512.457120602692	5.80215789448431e-05
ADSL2rNo1	Adenylosuccinate lyase (No1)	362.288848304258	1.41481203392857e-05
arm_PUNP5	Purine-nucleoside phosphorylase (Inosine) (arm)	998.209036274091	0.00545824807779008
PUNP5No1	Purine-nucleoside phosphorylase (Inosine) (No1)	137.222111109707	8.99555290909786e-05
PUNP5No2	Purine-nucleoside phosphorylase (Inosine) (No2)	511.375474934531	5.80215789414051e-05
arm_PUNP6	Purine-nucleoside phosphorylase (Deoxyinosine) (arm)	405.186503372346	2.90116851285951e-05
PUNP6No1	Purine-nucleoside phosphorylase (Deoxyinosine) (No1)	333.232708845509	1.45114403722613e-05
PUNP6No2	Purine-nucleoside phosphorylase (Deoxyinosine) (No2)	514.229102751654	5.80251617025435e-05
PUNP7No1	Purine-nucleoside phosphorylase (Xanthosine) (No1)	333.232708845509	1.45114403722613e-05
arm_RNDR1	Ribonucleoside-diphosphate reductase (ADP) (arm)	333.23270884551	1.45114403733437e-05
RNDR1No1	Ribonucleoside-diphosphate reductase (ADP) (No1)	269.543335798983	1.380917834698e-05
RNDR1No2	Ribonucleoside-diphosphate reductase (ADP) (No2)	1000	0.000578444978995473
arm_RNDR3	Ribonucleoside-diphosphate reductase (CDP) (arm)	998.209036274093	0.00545824807754558
RNDR3No1	Ribonucleoside-diphosphate reductase (CDP) (No1)	611.974312696646	0.000695423198742467
RNDR3No2	Ribonucleoside-diphosphate reductase (CDP) (No2)	279.190294310093	7.25680551172392e-06
arm_RNDR4	Ribonucleoside-diphosphate reductase (UDP) (arm)	270.223096172668	7.25680551239005e-06
RNDR4No1	Ribonucleoside-diphosphate reductase (UDP) (No1)	217.915148644359	7.17689498625557e-06
RNDR4No2	Ribonucleoside-diphosphate reductase (UDP) (No2)	216.204158361757	7.17689498631185e-06
TMDSNo1	Thymidylate synthase (No1)	219.367405593742	7.24027317256271e-06
TMDK1No1	Thymidine kinase (ATP:thymidine) (No1)	999.382492289167	0.000869466668789842
PPCDCNo1	Phosphopantothenoylcysteine decarboxylase (No1)	137.222111109707	0.00011798965010934
FTHFDNo1	Formyltetrahydrofolate deformylase (No1)	1000	0.0104450759662448
EDDNo1	6-phosphogluconate dehydratase (No1)	1000	0.0104450759663087
DHQTiNo1	3-dehydroquinate dehydratase, irreversible (No1)	1000	0.0104450759659543
PUNP1No1	Purine-nucleoside phosphorylase (Adenosine) (No1)	512.738897716392	0.000693841760028624
PUNP2No1	Purine-nucleoside phosphorylase (Deoxyadenosine) (No1)	512.738897716395	0.000693841760053271
arm_PUNP3	Purine-nucleoside phosphorylase (Guanosine) (arm)	611.974312696664	0.00069542319865884
PUNP3No1	Purine-nucleoside phosphorylase (Guanosine) (No1)	611.974312696643	0.000695423198735196
LYSAMNo1	Lysine 2,3-aminomutase (No1)	611.974312696651	0.000695423198670247
DHAD1No1	Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate) (No1)	611.974312696644	0.00138926495878239
IPPMIaNo1	3-isopropylmalate dehydratase (No1)	611.974312696649	0.00138926495886438
G3PD7No1	Glycerol-3-phosphate dehydrogenase (demethylmenaquinone-8) (No1)	137.222111109706	0.000117989650114669
arm_NADH9	NADH dehydrogenase (demethylmenaquinone-8 & 0 protons) (arm)	137.222111109706	0.000117989650124883
NADH9No2	NADH dehydrogenase (demethylmenaquinone-8 & 0 protons) (No2)	367.005146528661	1.41481203381015e-05
NADH9No3	NADH dehydrogenase (demethylmenaquinone-8 & 0 protons) (No3)	611.974312696647	0.000695423198690592
NADH9No4	NADH dehydrogenase (demethylmenaquinone-8 & 0 protons) (No4)	137.222111109706	0.000117989650120574
arm_NADH10	NADH dehydrogenase (menaquinone-8 & 0 protons) (arm)	515.002649370781	3.72703419471848e-05
NADH10No1	NADH dehydrogenase (menaquinone-8 & 0 protons) (No1)	515.00264937078	3.72703419480661e-05
NADH10No2	NADH dehydrogenase (menaquinone-8 & 0 protons) (No2)	512.643888354128	5.80251616688629e-05
NADH10No3	NADH dehydrogenase (menaquinone-8 & 0 protons) (No3)	611.974312696644	0.000695423198688871
NADH10No4	NADH dehydrogenase (menaquinone-8 & 0 protons) (No4)	511.99751774926	1.00762352224226e-05
MDHNo1	Malate dehydrogenase (No1)	611.974312696643	0.00138926495866117
arm_FUM	Fumarase (arm)	611.974312696651	0.00138926495877567
FUMNo1	Fumarase (No1)	611.974312696647	0.00138926495876061
FUMNo2	Fumarase (No2)	611.97431269665	0.00138926495880224
FUMNo3	Fumarase (No3)	998.209036274093	0.00545824807807209
PYAM5PONo1	Pyridoxamine 5'-phosphate oxidase (No1)	499.104518137047	1.45483920822587e-05
OHPBATNo1	O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase (No1)	499.104518137047	1.45483920851106e-05
GLUTRRNo1	Glutamyl-tRNA reductase (No1)	499.104518137047	1.45483920820366e-05
GLCS1No1	Glycogen synthase (ADPGlc) (No1)	269.651912502922	1.38091783488115e-05
arm_GLCP	Glycogen phosphorylase (arm)	611.974312696647	0.000695423198711488
GLCPNo1	Glycogen phosphorylase (No1)	611.974312696649	0.000695423198726841
GLCPNo2	Glycogen phosphorylase (No2)	611.974312696646	0.000695423198678059
HEMEOSNo1	Heme O synthase (No1)	611.974312696645	0.000695423198766351
ADMDCNo1	Adenosylmethionine decarboxylase (No1)	512.738897716394	0.000693841760006642
AGMTNo1	Agmatinase (No1)	512.738897716396	0.000693841760119551
ARGDCNo1	Arginine decarboxylase (No1)	512.738897716394	0.000693841760054381
ARGSSNo1	Argininosuccinate synthase (No1)	1000	0.0104450759650945
AGPRNo1	N-acetyl-g-glutamyl-phosphate reductase (No1)	1000	0.0104450759664904
SPMSNo1	Spermidine synthase (No1)	1000	0.0104450759655048
G1SATNo1	Glutamate-1-semialdehyde aminotransferase (No1)	137.222111109706	0.000116990146832719
KDOCT2No1	3-deoxy-manno-octulosonate cytidylyltransferase (No1)	611.974312696643	0.000695423198718681
OAADCNo1	Oxaloacetate decarboxylase (No1)	611.974312696637	0.000695423198676631
MNNHNo1	D-mannonate hydrolyase (No1)	611.974312696646	0.000695423198687428
ALTRHNo1	Altronate hydrolase (No1)	499.104518137046	1.45483920823142e-05
MACPDNo1	Malonyl-ACP decarboxylase (No1)	27.9885569131251	8.55263700094699e-06
DMQMTNo1	3-Dimethylubiquinonol 3-methyltransferase (No1)	266.844558624695	1.38091783481661e-05
ICHORS_copy1No1	 (No1)	264.917885400361	1.38091783485894e-05
arm_HACD5	3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA) (arm)	1000	0.018778301145403
HACD5No1	3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA) (No1)	1000	0.0187783011471281
HACD5No2	3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA) (No2)	1000	0.0187783011464519
HPPK2No1	6-hydroxymethyl-dihydropterin pyrophosphokinase (No1)	1000	0.0187783011472717
PTPATiNo1	Pantetheine-phosphate adenylyltransferase (No1)	359.31446455358	1.41481203387676e-05
HEX7No1	Hexokinase (D-fructose:ATP) (No1)	137.222111109706	8.93733895309477e-05
DXPRIiNo1	1-deoxy-D-xylulose reductoisomerase (No1)	91.4814074064711	6.45365656583829e-05
OPHBDCNo1	Octaprenyl-hydroxybenzoate decarboxylase (No1)	137.222111109707	0.000116903645527184
OHPHMNo1	2-octaprenyl-6-hydroxyphenol methylase (No1)	208.753934278604	0.000109371587306728
GHMT2rNo1	Glycine hydroxymethyltransferase, reversible (No1)	199.939625307306	1.44701096896349e-05
DHORD2No1	Dihydoorotic acid dehydrogenase (quinone8) (No1)	499.104518137046	1.45483920821476e-05
ADK4No1	Adentylate kinase (ITP) (No1)	199.939625307306	1.44701096902455e-05
INSKNo1	Insosine kinase (No1)	512.643888354128	5.80251616819e-05
arm_ABTA	4-aminobutyrate transaminase (arm)	199.939625307306	1.44701096869079e-05
ABTANo1	4-aminobutyrate transaminase (No1)	199.939625307306	1.44701096897459e-05
ABTANo2	4-aminobutyrate transaminase (No2)	137.222111109705	0.000117949437425935
SSALxNo1	Succinate-semialdehyde dehydrogenase (NAD) (No1)	137.222111109706	0.000116990146838868
ASPTNo1	L-aspartase (No1)	499.104518137048	1.45483920843681e-05
arm_SERD_L	L-serine deaminase (arm)	367.005146528662	1.41481203375093e-05
SERD_LNo1	L-serine deaminase (No1)	362.288848304257	1.41481203384322e-05
SERD_LNo2	L-serine deaminase (No2)	358.718062570825	1.41481203389156e-05
SERD_LNo3	L-serine deaminase (No3)	368.051713585122	1.41481203392857e-05
SERD_LNo5	L-serine deaminase (No5)	499.104518137045	1.45483920820366e-05
arm_THRD	L-threonine dehydrogenase (arm)	499.104518137047	1.45483920807599e-05
THRDNo1	L-threonine dehydrogenase (No1)	266.844558624696	1.38091783482772e-05
THRDNo2	L-threonine dehydrogenase (No2)	270.987553571304	1.40520631353169e-05
KARA1No1	Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate) (No1)	268.076203490996	1.40520631362398e-05
