OG..	S.cer	K.marx	Y.lipo
OG0002111	YHR052W	KLMA_40251	YALI0E10109g
OG0000608	YPL086C	KLMA_10780	YALI0B12628g
OG0003203	YMR256C	KLMA_80322	YALI0E12628g
OG0002703	YNL071W	KLMA_60529	YALI0D23683g
OG0000909	YGL059W	KLMA_10248	YALI0F26807g
OG0001814	YCR054C	KLMA_30492	YALI0D12342g
OG0002453	YDR020C	KLMA_50229	YALI0F02717g
OG0002891	YOR349W	KLMA_60223	YALI0C08767g
OG0001916	YML042W	KLMA_30654	YALI0B10340g
OG0001955	YGL242C	KLMA_30704	YALI0B18458g
OG0002727	YDL125C	KLMA_60483	YALI0B15202g
OG0003287	YDL063C	KLMA_70065	YALI0F18172g
OG0002411	YGL010W	KLMA_50156	YALI0E35024g
OG0001069	YMR262W	KLMA_20070	YALI0E30987g
OG0001451	YBR127C	KLMA_20708	YALI0E27346g
OG0000749	YFR011C	KLMA_10530	YALI0D02893g
OG0003376	YPR094W	KLMA_70205	YALI0C08030g
OG0002673	YNL218W	KLMA_50607	YALI0C05038g
OG0002970	YJR017C	KLMA_60088	YALI0B14663g
OG0001097	YDR221W	KLMA_20123	YALI0E26895g
OG0003143	YOR087W	KLMA_80210	YALI0E24211g
OG0003065	YDL117W	KLMA_80100	YALI0D11088g
OG0000760	YMR313C	KLMA_10508	YALI0D17534g
OG0002123	YLL019C	KLMA_40270	YALI0C04587g
OG0002775	YGL252C	KLMA_60408	YALI0B22374g
OG0002776	YFR050C	KLMA_60407	YALI0E32505g
OG0002503	YDL167C	KLMA_50316	YALI0F21835g
OG0000776	YGR264C	KLMA_10483	YALI0F29843g
OG0000878	YOR283W	KLMA_10305	YALI0D16445g
OG0001202	YFL033C	KLMA_20301	YALI0F14707g
OG0002591	YIR012W	KLMA_50466	YALI0C01738g
OG0001005	YLR182W	KLMA_10081	YALI0C12639g
OG0002827	YMR074C	KLMA_60326	YALI0F27951g
OG0002865	YNL132W	KLMA_60265	YALI0B14751g
OG0002758	YER023W	KLMA_60434	YALI0B14399g
OG0001303	YPR011C	KLMA_20460	YALI0F01430g
OG0002919	YKL084W	KLMA_60168	YALI0E02343g
OG0003501	YDL045C	KLMA_70404	YALI0D25564g
OG0000973	YJR098C	KLMA_10136	YALI0E08206g
OG0002383	YOR330C	KLMA_50110	YALI0F19404g
OG0001064	YMR268C	KLMA_20060	YALI0F01969g
OG0003313	YJR088C	KLMA_70115	YALI0C23188g
OG0001065	YML103C	KLMA_20061	YALI0F13519g
OG0000819	YKR088C	KLMA_10406	YALI0D18942g
OG0000956	YOL094C	KLMA_10167	YALI0F07337g
OG0003447	YIR008C	KLMA_70316	YALI0B11396g
OG0001765	YDR283C	KLMA_30413	YALI0B14949g
OG0001472	YDL212W	KLMA_20744	YALI0E23716g
OG0001800	YOR258W	KLMA_30465	YALI0E21890g
OG0002812	YPL183C	KLMA_60347	YALI0D23001g
OG0001107	YKR025W	KLMA_20138	YALI0D19448g
OG0000864	YHR165C	KLMA_10326	YALI0C10648g
OG0003462	YBR087W	KLMA_70341	YALI0C21692g
OG0001354	YPR155C	KLMA_20543	YALI0C12012g
OG0001203	YLR059C	KLMA_20302	YALI0E26939g
OG0001702	YPR020W	KLMA_30306	YALI0B21527g
OG0002604	YDR145W	KLMA_50486	YALI0C03333g
OG0002749	YML127W	KLMA_60447	YALI0F29997g
OG0001929	YGL212W	KLMA_30673	YALI0C16412g
OG0000717	YML104C	KLMA_10590	YALI0F02035g
OG0002553	YIL007C	KLMA_50399	YALI0E19470g
OG0002085	YOR166C	KLMA_40188	YALI0D00253g
OG0000714	YPR016C	KLMA_10595	YALI0E27940g
OG0003307	YJR112W	KLMA_70100	YALI0C23925g
OG0000990	YGR046W	KLMA_10109	YALI0C12276g
OG0003231	YER110C	KLMA_80380	YALI0E12243g
OG0001137	YPL150W	KLMA_20201	YALI0E24563g
OG0001629	YGR171C	KLMA_30196	YALI0D03619g
OG0002700	YIL128W	KLMA_60537	YALI0D16841g
OG0001879	YAL043C	KLMA_30586	YALI0F03883g
OG0001291	YLL034C	KLMA_20437	YALI0F21329g
OG0001952	YGL238W	KLMA_30700	YALI0E07139g
OG0001109	YKR023W	KLMA_20141	YALI0E18326g
OG0001584	YFL004W	KLMA_30125	YALI0C10252g
OG0002198	YIL070C	KLMA_40407	YALI0A06765g
OG0002425	YOR151C	KLMA_50187	YALI0D03718g
OG0001787	YPL162C	KLMA_30444	YALI0D06347g
OG0001146	YPL020C	KLMA_20214	YALI0E21153g
OG0003232	YER112W	KLMA_80382	YALI0A19756g
OG0003043	YJR007W	KLMA_80057	YALI0B01034g
OG0001151	YGL196W	KLMA_20223	YALI0D15532g
OG0003396	YLR212C	KLMA_70231	YALI0B07381g
OG0002162	YIL047C	KLMA_40337	YALI0F14597g
OG0002736	YNR017W	KLMA_60470	YALI0F29183g
OG0001642	YGR185C	KLMA_30211	YALI0C15224g
OG0003219	YBL059C-A	KLMA_80353	YALI0F22363g
OG0001078	YHR026W	KLMA_20085	YALI0F09405g
OG0002121	YDR347W	KLMA_40265	YALI0B20086g
OG0003000	YHR154W	KLMA_60048	YALI0B15576g
OG0001093	YJL002C	KLMA_20114	YALI0F14795g
OG0001675	YOR065W	KLMA_30267	YALI0A17468g
OG0000619	YBR196C	KLMA_10763	YALI0F07711g
OG0002264	YDL077C	KLMA_40521	YALI0B11550g
OG0001258	YDL090C	KLMA_20389	YALI0D14762g
OG0002059	YPL088W	KLMA_40148	YALI0C12595g
OG0002509	YMR193W	KLMA_50325	YALI0B08074g
OG0002939	YOL078W	KLMA_60139	YALI0B11924g
OG0001681	YEL044W	KLMA_30278	YALI0E25718g
OG0003235	YOL138C	KLMA_80390	YALI0B17842g
OG0001461	YNL189W	KLMA_20729	YALI0F28501g
OG0002480	YGR062C	KLMA_50281	YALI0F13387g
OG0002193	YNL308C	KLMA_40397	YALI0D00957g
OG0002625	YLR148W	KLMA_50524	YALI0A19008g
OG0002755	YJR123W	KLMA_60438	YALI0F08569g
OG0002548	YEL003W	KLMA_50391	YALI0D06578g
OG0002835	YKL033W-A	KLMA_60319	YALI0F25025g
OG0000594	YPL103C	KLMA_10803	YALI0B18876g
OG0002575	YGR099W	KLMA_50440	YALI0D22979g
OG0001825	YGL077C	KLMA_30509	YALI0A18183g
OG0002855	YOL066C	KLMA_60282	YALI0F12199g
OG0000646	YJR042W	KLMA_10718	YALI0F24563g
OG0002858	YDL033C	KLMA_60278	YALI0F25069g
OG0002946	YDR006C	KLMA_60128	YALI0D15862g
OG0002447	YKL197C	KLMA_50223	YALI0C15356g
OG0002510	YPL249C	KLMA_50326	YALI0F18106g
OG0002039	YDR045C	KLMA_40114	YALI0D22308g
OG0003216	YBL058W	KLMA_80346	YALI0E14927g
OG0002986	YGR220C	KLMA_60064	YALI0F10076g
OG0003519	YPR003C	KLMA_70436	YALI0E13442g
OG0002250	YJR141W	KLMA_40489	YALI0D11528g
OG0001869	YMR097C	KLMA_30569	YALI0E01760g
OG0000654	YEL037C	KLMA_10706	YALI0D16401g
OG0002562	YHL021C	KLMA_50415	YALI0F16357g
OG0003078	YNL027W	KLMA_80115	YALI0D01463g
OG0001870	YJL106W	KLMA_30572	YALI0F03113g
OG0003329	YPR029C	KLMA_70137	YALI0B21340g
OG0000629	YPL065W	KLMA_10745	YALI0A18722g
OG0001699	YDR091C	KLMA_30301	YALI0A17941g
OG0003131	YGR281W	KLMA_80188	YALI0D24189g
OG0002696	YBR053C	KLMA_60551	YALI0F07931g
OG0002798	YPL195W	KLMA_60372	YALI0F00198g
OG0001174	YER026C	KLMA_20262	YALI0D08514g
OG0002922	YHR005C	KLMA_60165	YALI0E11627g
OG0001023	YCL044C	KLMA_10048	YALI0E04466g
OG0001909	YOR160W	KLMA_30645	YALI0D01133g
OG0001749	YIL140W	KLMA_30386	YALI0D05379g
OG0001754	YBR142W	KLMA_30393	YALI0A04939g
OG0003007	YJL127C	KLMA_60033	YALI0E09977g
OG0001147	YKR099W	KLMA_20215	YALI0B13992g
OG0002723	YDL181W	KLMA_60492	YALI0C05621g
OG0000959	YDR486C	KLMA_10162	YALI0B08987g
OG0002837	YKL035W	KLMA_60317	YALI0A02310g
OG0000732	YNL151C	KLMA_10566	YALI0D07788g
OG0001056	YBL013W	KLMA_20043	YALI0F06820g
OG0001473	YNL177C	KLMA_20745	YALI0E23760g
OG0002791	YDR248C	KLMA_60382	YALI0F07821g
OG0002369	YJL069C	KLMA_50085	YALI0F31471g
OG0001165	YNR041C	KLMA_20244	YALI0F05610g
OG0002176	YKL024C	KLMA_40365	YALI0F09339g
OG0000590	YBR171W	KLMA_10811	YALI0E13211g
OG0002016	YLR026C	KLMA_40085	YALI0C16819g
OG0002627	YDR168W	KLMA_50526	YALI0E18480g
OG0002152	YPL007C	KLMA_40323	YALI0E03542g
OG0002335	YPL111W	KLMA_50024	YALI0E07535g
OG0001912	YDR407C	KLMA_30648	YALI0D15004g
OG0001745	YGR159C	KLMA_30382	YALI0F13475g
OG0003260	YPL160W	KLMA_70017	YALI0E24607g
OG0001611	YJL087C	KLMA_30170	YALI0D14916g
OG0002665	YDL230W	KLMA_50595	YALI0F30943g
OG0003299	YJR102C	KLMA_70084	YALI0B16786g
OG0003410	YHR072W-A	KLMA_70255	YALI0C00693g
OG0003416	YPR166C	KLMA_70269	YALI0D21626g
OG0001024	YCL045C	KLMA_10047	YALI0E14575g
OG0002588	YBR254C	KLMA_50462	YALI0E03520g
OG0000644	YJR040W	KLMA_10720	YALI0A02959g
OG0001439	YGR195W	KLMA_20688	YALI0D06776g
OG0001897	YPR007C	KLMA_30619	YALI0A01980g
OG0003088	YNL023C	KLMA_80129	YALI0D10285g
OG0002962	YDR330W	KLMA_60107	YALI0F07843g
OG0002070	YLR103C	KLMA_40166	YALI0B06369g
OG0001944	YGL231C	KLMA_30692	YALI0A10274g
OG0001741	YDR079W	KLMA_30375	YALI0D24992g
OG0003229	YER107C	KLMA_80377	YALI0E23265g
OG0001112	YMR092C	KLMA_20148	YALI0E01870g
OG0000940	YBR017C	KLMA_10191	YALI0F01793g
OG0003265	YFL047W	KLMA_70029	YALI0E05489g
OG0000593	YBR176W	KLMA_10804	YALI0B18898g
OG0002087	YLR262C	KLMA_40193	YALI0B22154g
OG0000672	YGR076C	KLMA_10669	YALI0D23155g
OG0000667	YLR303W	KLMA_10677	YALI0D25168g
OG0000651	YEL031W	KLMA_10710	YALI0F21967g
OG0000913	YGL054C	KLMA_10240	YALI0F12001g
OG0000971	YNL244C	KLMA_10140	YALI0C07524g
OG0002988	YHR148W	KLMA_60062	YALI0F17380g
OG0000584	YBR166C	KLMA_10819	YALI0F17644g
OG0000674	YKL067W	KLMA_10663	YALI0F09229g
OG0002888	YNL111C	KLMA_60233	YALI0D12122g
OG0001824	YPR097W	KLMA_30508	YALI0B01056g
OG0001665	YKR069W	KLMA_30250	YALI0A01133g
OG0003359	YER068W	KLMA_70177	YALI0F02101g
OG0002091	YDR205W	KLMA_40207	YALI0C18359g
OG0001257	YDL089W	KLMA_20387	YALI0D08932g
OG0002155	YPL013C	KLMA_40327	YALI0E09691g
OG0001602	YJL100W	KLMA_30155	YALI0A02453g
OG0003001	YGR235C	KLMA_60047	YALI0E06853g
OG0001054	YBL018C	KLMA_20039	YALI0F13068g
OG0003392	YMR178W	KLMA_70226	YALI0B04092g
OG0002341	YPL117C	KLMA_50036	YALI0F04015g
OG0002154	YPL014W	KLMA_40326	YALI0E09757g
OG0001674	YOR063W	KLMA_30264	YALI0C21560g
OG0000747	YOL021C	KLMA_10533	YALI0E03630g
OG0002980	YGR211W	KLMA_60071	YALI0F22803g
OG0001701	YPR019W	KLMA_30303	YALI0F04818g
OG0000801	YHR019C	KLMA_10434	YALI0E05005g
OG0001445	YJL029C	KLMA_20698	YALI0D11198g
OG0002931	YKL015W	KLMA_60152	YALI0B06853g
OG0001812	YNR021W	KLMA_30488	YALI0F10703g
OG0000980	YGR255C	KLMA_10125	YALI0A09042g
OG0002977	YLR045C	KLMA_60076	YALI0E28371g
OG0003027	YPL263C	KLMA_80025	YALI0A11407g
OG0003415	YPR163C	KLMA_70265	YALI0E30877g
OG0002331	YOR369C	KLMA_50008	YALI0F06160g
OG0003214	YER090W	KLMA_80344	YALI0E14751g
OG0001980	YGL001C	KLMA_40026	YALI0C22165g
OG0003194	YPR073C	KLMA_80301	YALI0E32681g
OG0003377	YGR080W	KLMA_70207	YALI0E34687g
OG0001625	YHR085W	KLMA_30190	YALI0A10252g
OG0000898	YOL006C	KLMA_10269	YALI0D26103g
OG0000881	YDR404C	KLMA_10300	YALI0D11627g
OG0001236	YAL011W	KLMA_20349	YALI0D03663g
OG0002829	YMR076C	KLMA_60324	YALI0E12969g
OG0003314	YPR040W	KLMA_70116	YALI0C23100g
OG0000996	YCR042C	KLMA_10098	YALI0C13904g
OG0001289	YER155C	KLMA_20434	YALI0F32043g
OG0002972	YGR205W	KLMA_60085	YALI0A02717g
OG0003273	YLR073C	KLMA_70041	YALI0C00165g
OG0001917	YDR412W	KLMA_30656	YALI0C04345g
OG0003422	YPR173C	KLMA_70279	YALI0B16368g
OG0001194	YMR077C	KLMA_20289	YALI0F21307g
OG0002810	YPL183W-A	KLMA_60348	YALI0E29469g
OG0002470	YJL156C	KLMA_50257	YALI0E04400g
OG0002671	YNL217W	KLMA_50605	YALI0E34947g
OG0000731	YNL152W	KLMA_10568	YALI0D07810g
OG0002028	YLL027W	KLMA_40098	YALI0E19206g
OG0002662	YDL226C	KLMA_50588	YALI0C02959g
OG0001568	YMR100W	KLMA_30090	YALI0E04114g
OG0001672	YKR074W	KLMA_30259	YALI0F07579g
OG0002968	YHR100C	KLMA_60091	YALI0A14157g
OG0003505	YER125W	KLMA_70412	YALI0E18117g
OG0001946	YGL233W	KLMA_30694	YALI0F12969g
OG0003471	YBL029W	KLMA_70356	YALI0C15576g
OG0002978	YPL265W	KLMA_60074	YALI0C00451g
OG0002102	YKR035W-A	KLMA_40233	YALI0C10098g
OG0001020	YCL039W	KLMA_10052	YALI0C03520g
OG0002261	YIR029W	KLMA_40512	YALI0D18337g
OG0002741	YML004C	KLMA_60462	YALI0E24057g
OG0000964	YJL197W	KLMA_10156	YALI0B14597g
OG0001367	YDR392W	KLMA_20565	YALI0E21417g
OG0002656	YLR240W	KLMA_50575	YALI0F09559g
OG0001498	YPL133C	KLMA_20797	YALI0E10087g
OG0000658	YOR039W	KLMA_10694	YALI0E20955g
OG0001520	YGR234W	KLMA_30024	YALI0C21362g
OG0001553	YKL004W	KLMA_30067	YALI0E16434g
OG0001424	YML130C	KLMA_20667	YALI0D09603g
OG0003319	YPR036W	KLMA_70122	YALI0E08617g
OG0001774	YHR037W	KLMA_30424	YALI0B09647g
OG0003167	YKL058W	KLMA_80252	YALI0F22136g
OG0003272	YFL044C	KLMA_70040	YALI0D13046g
OG0002950	YBR006W	KLMA_60125	YALI0F26191g
OG0002256	YJR135W-A	KLMA_40498	YALI0D11572g
OG0003529	YPL002C	KLMA_70447	YALI0B15334g
OG0002840	YKL040C	KLMA_60310	YALI0B00264g
OG0003271	YLR074C	KLMA_70039	YALI0D13068g
OG0000780	YMR288W	KLMA_10479	YALI0B20724g
OG0001818	YCR061W	KLMA_30498	YALI0E19558g
OG0001510	YOR209C	KLMA_20811	YALI0B00220g
OG0000918	YLR298C	KLMA_10228	YALI0F04752g
OG0003039	YMR283C	KLMA_80043	YALI0E22000g
OG0000848	YKR062W	KLMA_10360	YALI0F14355g
OG0000871	YOR278W	KLMA_10316	YALI0F09449g
OG0003237	YOL139C	KLMA_80392	YALI0D24299g
OG0001346	YIL039W	KLMA_20518	YALI0B04422g
OG0000781	YHR187W	KLMA_10477	YALI0B09295g
OG0000938	YDL017W	KLMA_10195	YALI0F23287g
OG0001862	YKL117W	KLMA_30561	YALI0D00429g
OG0002332	YAL058W	KLMA_50013	YALI0B13156g
OG0003454	YBR095C	KLMA_70329	YALI0C11517g
OG0003352	YIL067C	KLMA_70169	YALI0F19844g
OG0001393	YNL325C	KLMA_20622	YALI0E33099g
OG0000675	YOL072W	KLMA_10662	YALI0A10164g
OG0001630	YGR173W	KLMA_30197	YALI0B12936g
OG0001082	YKL155C	KLMA_20092	YALI0D16929g
OG0001261	YNR035C	KLMA_20394	YALI0A03025g
OG0002649	YDR188W	KLMA_50567	YALI0D20328g
OG0001993	YGR006W	KLMA_40041	YALI0F15807g
OG0002650	YDR189W	KLMA_50568	YALI0D20416g
OG0002287	YPL215W	KLMA_40553	YALI0C18227g
OG0002395	YDR211W	KLMA_50128	YALI0B15708g
OG0002271	YLR414C	KLMA_40532	YALI0B07601g
OG0001102	YDR100W	KLMA_20131	YALI0C05577g
OG0000768	YGR271W	KLMA_10495	YALI0B13904g
OG0001001	YNL277W	KLMA_10090	YALI0E00836g
OG0002050	YDR109C	KLMA_40133	YALI0D15114g
OG0002467	YKL167C	KLMA_50247	YALI0F17600g
OG0000613	YBR187W	KLMA_10774	YALI0C07304g
OG0003029	YPL262W	KLMA_80028	YALI0C06776g
OG0001972	YNR051C	KLMA_40014	YALI0F00638g
OG0003048	YNR055C	KLMA_80071	YALI0D24651g
OG0002724	YDL130W	KLMA_60491	YALI0B12804g
OG0001214	YOR313C	KLMA_20317	YALI0F24167g
OG0002609	YDR148C	KLMA_50493	YALI0E16929g
OG0002189	YNL305C	KLMA_40392	YALI0B05280g
OG0001343	YIL041W	KLMA_20513	YALI0B21120g
OG0002927	YKL012W	KLMA_60157	YALI0D02827g
OG0000851	YJL143W	KLMA_10353	YALI0E15136g
OG0001593	YGL195W	KLMA_30145	YALI0D17732g
OG0001330	YPR182W	KLMA_20496	YALI0A05423g
OG0002849	YMR235C	KLMA_60292	YALI0B12210g
OG0002816	YPL181W	KLMA_60343	YALI0F25179g
OG0000860	YGR245C	KLMA_10334	YALI0E02618g
OG0001287	YER152C	KLMA_20431	YALI0E08360g
OG0001086	YJL044C	KLMA_20097	YALI0C22968g
OG0001569	YKL119C	KLMA_30091	YALI0A01001g
OG0001808	YER082C	KLMA_30479	YALI0F09856g
OG0001177	YGL122C	KLMA_20267	YALI0E13794g
OG0001481	YNL163C	KLMA_20760	YALI0D16291g
OG0000847	YKR063C	KLMA_10362	YALI0D18700g
OG0003433	YPR131C	KLMA_70299	YALI0D13860g
OG0000680	YPL199C	KLMA_10651	YALI0E01694g
OG0001210	YFL027C	KLMA_20311	YALI0C24332g
OG0000633	YHR128W	KLMA_10735	YALI0F31273g
OG0002556	YIL010W	KLMA_50406	YALI0E19448g
OG0000856	YKR056W	KLMA_10345	YALI0F20196g
OG0002141	YKL069W	KLMA_40301	YALI0F25201g
OG0003207	YPR061C	KLMA_80333	YALI0E19272g
OG0002310	YML020W	KLMA_40590	YALI0D11022g
OG0003278	YFL038C	KLMA_70054	YALI0D08162g
OG0003227	YBL076C	KLMA_80369	YALI0A00264g
OG0001021	YDR517W	KLMA_10050	YALI0E03014g
OG0001394	YOL142W	KLMA_20623	YALI0E33121g
OG0002196	YNL310C	KLMA_40401	YALI0F03949g
OG0003407	YLR209C	KLMA_70249	YALI0F30129g
OG0003510	YKL142W	KLMA_70418	YALI0D11264g
OG0002678	YDL237W	KLMA_50612	YALI0D05863g
OG0003159	YAL039C	KLMA_80238	YALI0C12918g
OG0002375	YFR029W	KLMA_50096	YALI0D02673g
OG0001328	YLR060W	KLMA_20493	YALI0E22979g
OG0000999	YER019W	KLMA_10092	YALI0D18458g
OG0002702	YIL134W	KLMA_60531	YALI0A16863g
OG0002954	YDR002W	KLMA_60116	YALI0B15081g
OG0001353	YGR133W	KLMA_20535	YALI0E04620g
OG0000586	YPL108W	KLMA_10817	YALI0A02156g
OG0001077	YHR027C	KLMA_20084	YALI0B02860g
OG0002481	YLR363W-A	KLMA_50282	YALI0F30011g
OG0001790	YOR251C	KLMA_30449	YALI0F23551g
OG0000626	YPL067C	KLMA_10749	YALI0F04466g
OG0003021	YJL208C	KLMA_80010	YALI0D05071g
OG0002735	YNR018W	KLMA_60472	YALI0F24431g
OG0002824	YHR004C	KLMA_60334	YALI0C02849g
OG0002371	YBR261C	KLMA_50089	YALI0A00638g
OG0003016	YGL143C	KLMA_60013	YALI0E22759g
OG0003332	YBL099W	KLMA_70140	YALI0F03179g
OG0001326	YGL186C	KLMA_20490	YALI0D07392g
OG0002854	YMR239C	KLMA_60283	YALI0C11429g
OG0001368	YOR143C	KLMA_20566	YALI0E21351g
OG0001938	YER041W	KLMA_30683	YALI0E22671g
OG0001313	YFR018C	KLMA_20472	YALI0E29205g
OG0002836	YKL034W	KLMA_60318	YALI0F24915g
OG0000806	YML048W	KLMA_10424	YALI0D02739g
OG0002342	YOR201C	KLMA_50037	YALI0F27995g
OG0001270	YBR243C	KLMA_20405	YALI0B16588g
OG0001493	YOR236W	KLMA_20779	YALI0C12771g
OG0000682	YGL070C	KLMA_10645	YALI0F17534g
OG0001616	YGR169C	KLMA_30177	YALI0B01276g
OG0002661	YNL201C	KLMA_50586	YALI0A17809g
OG0002539	YER007W	KLMA_50377	YALI0A17358g
OG0003208	YPR062W	KLMA_80334	YALI0F22517g
OG0002701	YIL129C	KLMA_60536	YALI0D24035g
OG0003251	YLL041C	KLMA_80408	YALI0D23397g
OG0003444	YER014W	KLMA_70313	YALI0D23331g
OG0000833	YKL171W	KLMA_10391	YALI0F16159g
OG0002783	YPL043W	KLMA_60396	YALI0A03509g
OG0002260	YHR191C	KLMA_40508	YALI0E05071g
OG0000958	YOL096C	KLMA_10163	YALI0B15884g
OG0002454	YDR019C	KLMA_50231	YALI0F02849g
OG0001724	YPR192W	KLMA_30348	YALI0F01210g
OG0002940	YOL077W-A	KLMA_60137	YALI0B11913g
OG0002658	YDR198C	KLMA_50580	YALI0F20944g
OG0003169	YMR029C	KLMA_80255	YALI0E31713g
OG0001603	YKR028W	KLMA_30157	YALI0F11869g
OG0001688	YER174C	KLMA_30286	YALI0B13398g
OG0002753	YER025W	KLMA_60442	YALI0A03839g
OG0001067	YMR264W	KLMA_20068	YALI0F19668g
OG0003095	YIL096C	KLMA_80137	YALI0E30019g
OG0001370	YOR141C	KLMA_20571	YALI0D04719g
OG0001677	YOR067C	KLMA_30269	YALI0A17512g
OG0002815	YGL095C	KLMA_60344	YALI0E29337g
OG0001132	YLR114C	KLMA_20190	YALI0F28303g
OG0000883	YDR398W	KLMA_10293	YALI0E16280g
OG0001590	YBL024W	KLMA_30139	YALI0E06765g
OG0001211	YMR244C-A	KLMA_20312	YALI0E03344g
OG0001268	YNR039C	KLMA_20400	YALI0B02552g
OG0002350	YJL050W	KLMA_50057	YALI0D12210g
OG0002030	YHL024W	KLMA_40100	YALI0E16863g
OG0001166	YNR043W	KLMA_20246	YALI0F05632g
OG0001948	YFR045W	KLMA_30696	YALI0F20966g
OG0003034	YOR007C	KLMA_80036	YALI0C09328g
OG0000891	YMR287C	KLMA_10278	YALI0C15048g
OG0000585	YIR032C	KLMA_10818	YALI0F06710g
OG0002007	YMR128W	KLMA_40072	YALI0D26620g
OG0002159	YPL009C	KLMA_40331	YALI0F13277g
OG0001455	YPL239W	KLMA_20720	YALI0B20900g
OG0001185	YBR223C	KLMA_20277	YALI0D07590g
OG0003060	YDL111C	KLMA_80091	YALI0D11000g
OG0001044	YER146W	KLMA_20025	YALI0B14058g
OG0003325	YBL105C	KLMA_70130	YALI0F09746g
OG0002455	YBR043C	KLMA_50233	YALI0F02959g
OG0000604	YPL092W	KLMA_10788	YALI0E24167g
OG0002389	YAL025C	KLMA_50119	YALI0C08052g
OG0001053	YBL019W	KLMA_20038	YALI0C07436g
OG0001505	YPL128C	KLMA_20807	YALI0B18018g
OG0002951	YBL004W	KLMA_60122	YALI0D22440g
OG0003323	YPR033C	KLMA_70127	YALI0E13123g
OG0001329	YFL034W	KLMA_20494	YALI0E26653g
OG0001075	YPR055W	KLMA_20081	YALI0E33759g
OG0000866	YHR168W	KLMA_10323	YALI0D04697g
OG0001832	YDR238C	KLMA_30519	YALI0F19074g
OG0003179	YDR498C	KLMA_80274	YALI0C05302g
OG0002936	YKL019W	KLMA_60145	YALI0B16126g
OG0000804	YML050W	KLMA_10426	YALI0D02651g
OG0002374	YJL046W	KLMA_50095	YALI0C03762g
OG0002478	YLR370C	KLMA_50273	YALI0B20240g
OG0000653	YEL036C	KLMA_10707	YALI0C04004g
OG0001027	YDR527W	KLMA_10038	YALI0E26807g
OG0002778	YFR049W	KLMA_60405	YALI0E32494g
OG0002999	YGR233C	KLMA_60050	YALI0A00759g
OG0001249	YAL019W	KLMA_20372	YALI0F28831g
OG0001663	YKR068C	KLMA_30248	YALI0C08782g
OG0000722	YMR274C	KLMA_10580	YALI0F07359g
OG0001157	YBR234C	KLMA_20232	YALI0B17380g
OG0002932	YKL016C	KLMA_60151	YALI0B06831g
OG0001111	YMR093W	KLMA_20147	YALI0E01628g
OG0001175	YGL206C	KLMA_20264	YALI0A17127g
OG0003262	YPL157W	KLMA_70022	YALI0B04774g
OG0003212	YBL051C	KLMA_80338	YALI0D15752g
OG0001792	YOR252W	KLMA_30453	YALI0D19954g
OG0003257	YML035C	KLMA_70014	YALI0E11495g
OG0002710	YDL142C	KLMA_60515	YALI0F23837g
OG0002100	YKR030W	KLMA_40229	YALI0E29447g
OG0003500	YDL045W-A	KLMA_70403	YALI0F09768g
OG0001820	YCR065W	KLMA_30500	YALI0C01463g
OG0001043	YDR074W	KLMA_20023	YALI0D14476g
OG0003249	YHR112C	KLMA_80406	YALI0C22088g
OG0000612	YPL083C	KLMA_10776	YALI0A18293g
OG0003391	YPL226W	KLMA_70225	YALI0B04334g
OG0002799	YGL080W	KLMA_60370	YALI0F00264g
OG0003346	YOL133W	KLMA_70161	YALI0B17358g
OG0002973	YJR022W	KLMA_60083	YALI0B06534g
OG0002291	YGL137W	KLMA_40560	YALI0C21802g
OG0002368	YBR281C	KLMA_50084	YALI0F06336g
OG0001324	YCL016C	KLMA_20486	YALI0C19217g
OG0002077	YLR272C	KLMA_40177	YALI0F06402g
OG0001959	YGL245W	KLMA_30709	YALI0E28468g
OG0000719	YMR276W	KLMA_10585	YALI0E02134g
OG0001331	YLR459W	KLMA_20497	YALI0E17017g
OG0002353	YJL057C	KLMA_50063	YALI0F27159g
OG0003285	YDL065C	KLMA_70063	YALI0B22660g
OG0002386	YOR323C	KLMA_50117	YALI0E30481g
OG0001363	YHR011W	KLMA_20559	YALI0B05918g
OG0001251	YDR270W	KLMA_20374	YALI0D27038g
OG0001840	YDL203C	KLMA_30531	YALI0F15125g
OG0001219	YMR241W	KLMA_20324	YALI0B10736g
OG0001981	YAL002W	KLMA_40027	YALI0C22946g
OG0002393	YDR212W	KLMA_50126	YALI0B15774g
OG0003334	YPR024W	KLMA_70142	YALI0B01386g
OG0002079	YOR175C	KLMA_40179	YALI0F19514g
OG0003350	YER071C	KLMA_70167	YALI0B12122g
OG0000770	YGR270W	KLMA_10491	YALI0F23397g
OG0001758	YHR045W	KLMA_30402	YALI0C10714g
OG0002429	YGR036C	KLMA_50192	YALI0D21032g
OG0002072	YLR105C	KLMA_40167	YALI0B07293g
OG0001311	YNR003C	KLMA_20470	YALI0F09295g
OG0002487	YMR229C	KLMA_50291	YALI0E30217g
OG0002734	YCR046C	KLMA_60473	YALI0F24365g
OG0003393	YPL225W	KLMA_70227	YALI0B04114g
OG0003003	YJL132W	KLMA_60039	YALI0B15972g
OG0003378	YPR091C	KLMA_70209	YALI0C07568g
OG0001152	YGL116W	KLMA_20224	YALI0C03377g
OG0000583	YBR164C	KLMA_10821	YALI0F31009g
OG0003530	YFL001W	KLMA_70448	YALI0F18216g
OG0000707	YJL080C	KLMA_10610	YALI0B21662g
OG0002280	YPL210C	KLMA_40545	YALI0E34309g
